Sentence,Aspect,Sentiment,PartyLabel
"During the plea process, Lee repeatedly asked his attorney whether he would face deportation; his attorney assured him that he would not be deported as a result of pleading guilty.",his,0.0,0
"During the plea process, Lee repeatedly asked his attorney whether he would face deportation; his attorney assured him that he would not be deported as a result of pleading guilty.",attorney,0.0,0
"During the plea process, Lee repeatedly asked his attorney whether he would face deportation; his attorney assured him that he would not be deported as a result of pleading guilty.",he,0.0,0
"During the plea process, Lee repeatedly asked his attorney whether he would face deportation; his attorney assured him that he would not be deported as a result of pleading guilty.",him,0.0,0
"During the plea process, Lee repeatedly asked his attorney",lee,0.0,0
"During the plea process, Lee repeatedly asked his attorney",his,0.0,0
"During the plea process, Lee repeatedly asked his attorney",attorney,0.0,0
He  would face deportation,he,-1.0,0
his attorney assured him,his,0.0,0
his attorney assured him,him,0.0,0
his attorney assured him,attorney,0.0,0
he would not be deported as a result of pleading guilty.,he,1.0,0
"Based on that assurance, Lee accepted a plea and was sentenced to a year and a day in prison.",lee,-1.0,0
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his attorney’s advice, subject to mandatory deportation as a result of that plea.",lee,-1.0,0
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his attorney’s advice, subject to mandatory deportation as a result of that plea.",he,-1.0,0
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his attorney’s advice, subject to mandatory deportation as a result of that plea.",his,-1.0,0
" Lee had in fact pleaded guilty to an “aggravated felony” under the Immigration and Nationality Act, 8 U. S. C. §1101(a)(43)(B), so he was, contrary to his attorney’s advice, subject to mandatory deportation as a result of that plea.",attorney,0.0,0
"so he was, contrary to his attorney’s advice, subject to mandatory deportation as a result of that plea.",he,-1.0,0
"so he was, contrary to his attorney’s advice, subject to mandatory deportation as a result of that plea.",his,-1.0,0
"so he was, contrary to his attorney’s advice, subject to mandatory deportation as a result of that plea.",attorney,0.0,0
"When Lee learned of this consequence, he filed a motion to vacate his conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.",lee,1.0,0
"When Lee learned of this consequence, he filed a motion to vacate his conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.",he,1.0,0
"When Lee learned of this consequence, he filed a motion to vacate his conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.",his,1.0,0
"When Lee learned of this consequence, he filed a motion to vacate his conviction and sentence, arguing that his attorney had provided constitutionally ineffective assistance.",attorney,-1.0,0
Lee learned of this consequence,lee,0.0,0
arguing that his attorney had provided constitutionally ineffective assistance.,his,1.0,0
arguing that his attorney had provided constitutionally ineffective assistance.,attorney,0.0,0
his attorney had provided constitutionally ineffective assistance.,his,-1.0,0
his attorney had provided constitutionally ineffective assistance.,attorney,0.0,0
" At an evidentiary hearing, both Lee and his plea-stage counsel testified that “deportation was the determinative issue” to Lee in deciding whether to accept a plea, and Lee’s counsel acknowledged that although Lee’s defense to the charge was weak, if he had known Lee would be deported upon pleading guilty, he would have advised him to go to trial.",lee,-1.0,0
" At an evidentiary hearing, both Lee and his plea-stage counsel testified that “deportation was the determinative issue” to Lee in deciding whether to accept a plea, and Lee’s counsel acknowledged that although Lee’s defense to the charge was weak, if he had known Lee would be deported upon pleading guilty, he would have advised him to go to trial.",his,-1.0,0
" At an evidentiary hearing, both Lee and his plea-stage counsel testified that “deportation was the determinative issue” to Lee in deciding whether to accept a plea, and Lee’s counsel acknowledged that although Lee’s defense to the charge was weak, if he had known Lee would be deported upon pleading guilty, he would have advised him to go to trial.",counsel,-1.0,0
" At an evidentiary hearing, both Lee and his plea-stage counsel testified that “deportation was the determinative issue” to Lee in deciding whether to accept a plea, and Lee’s counsel acknowledged that although Lee’s defense to the charge was weak, if he had known Lee would be deported upon pleading guilty, he would have advised him to go to trial.",he,-1.0,0
" At an evidentiary hearing, both Lee and his plea-stage counsel testified that “deportation was the determinative issue” to Lee in deciding whether to accept a plea, and Lee’s counsel acknowledged that although Lee’s defense to the charge was weak, if he had known Lee would be deported upon pleading guilty, he would have advised him to go to trial.",him,-1.0,0
Lee’s defense to the charge was weak,lee,-1.0,0
Lee would be deported upon pleading guilty,lee,-1.0,0
A Magistrate Judge recommended that Lee’s plea be set aside and his conviction vacated.,lee,1.0,0
A Magistrate Judge recommended that Lee’s plea be set aside and his conviction vacated.,his,1.0,0
Lee’s plea be set aside and his conviction vacated.,lee,1.0,0
Lee’s plea be set aside and his conviction vacated.,his,1.0,0
His conviction vacated.,his,1.0,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that Lee’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.",lee,-1.0,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that Lee’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.",counsel,-1.0,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that Lee’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.",attorney,1.0,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that Lee’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.",he,-1.0,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that Lee’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.",his,-1.0,0
"Applying the two-part test for ineffective assistance claims from Strickland v. Washington, 466 U. S. 668, the Sixth Circuit concluded that, while the Government conceded that Lee’s counsel had performed deficiently, Lee could not show that he was prejudiced by his attorney’s erroneous advice.",government,1.0,1
the Government conceded,government,0.0,1
Lee’s counsel had performed deficiently,lee,0.0,0
Lee’s counsel had performed deficiently,counsel,-1.0,0
He was prejudiced by his  attorney’s erroneous advice.,he,-1.0,0
He was prejudiced by his  attorney’s erroneous advice.,his,-1.0,0
He was prejudiced by his  attorney’s erroneous advice.,attorney,-1.0,0
Lee has demonstrated that Lee was prejudiced by Lee’s counsel’s erroneous advice.,lee,1.0,0
Lee has demonstrated that Lee was prejudiced by Lee’s counsel’s erroneous advice.,counsel,-1.0,0
Lee has demonstrated,lee,0.0,0
Lee was prejudiced by Lee’s counsel’s erroneous advice.,lee,1.0,0
Lee was prejudiced by Lee’s counsel’s erroneous advice.,counsel,-1.0,0
"When a defendant claims that his counsel’s deficient performance deprived him of a trial by causing him to accept a plea, the defendant can show prejudice by demonstrating a “reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.”",defendant,1.0,1
"When a defendant claims that his counsel’s deficient performance deprived him of a trial by causing him to accept a plea, the defendant can show prejudice by demonstrating a “reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.”",his,1.0,1
"When a defendant claims that his counsel’s deficient performance deprived him of a trial by causing him to accept a plea, the defendant can show prejudice by demonstrating a “reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.”",counsel,-1.0,1
"When a defendant claims that his counsel’s deficient performance deprived him of a trial by causing him to accept a plea, the defendant can show prejudice by demonstrating a “reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.”",him,1.0,1
"When a defendant claims that his counsel’s deficient performance deprived him of a trial by causing him to accept a plea, the defendant can show prejudice by demonstrating a “reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.”",he,1.0,1
his counsel’s deficient performance deprived him of a trial by causing him to accept a plea,his,-1.0,1
his counsel’s deficient performance deprived him of a trial by causing him to accept a plea,counsel,-1.0,1
his counsel’s deficient performance deprived him of a trial by causing him to accept a plea,him,-1.0,1
"for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.",counsel,-1.0,1
"for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.",he,-1.0,1
Lee contends that he can make this showing because he never would have accepted a guilty plea had he known the result would be deportation.,lee,1.0,0
Lee contends that he can make this showing because he never would have accepted a guilty plea had he known the result would be deportation.,he,1.0,0
he can make this showing,he,0.0,0
he never would have accepted a guilty plea,he,1.0,0
The Government contends that Lee cannot show prejudice from accepting a plea where his only hope at trial was that something unexpected and unpredictable might occur that would lead to acquittal.,lee,-1.0,0
The Government contends that Lee cannot show prejudice from accepting a plea where his only hope at trial was that something unexpected and unpredictable might occur that would lead to acquittal.,his,-1.0,0
The Government contends that Lee cannot show prejudice from accepting a plea where his only hope at trial was that something unexpected and unpredictable might occur that would lead to acquittal.,government,1.0,1
Lee cannot show prejudice from accepting a plea,lee,-1.0,0
The Government makes two errors in urging the adoption of a per se rule that a defendant with no viable defence cannot show prejudice from the denial of his right to trial.,government,-1.0,1
The Government makes two errors in urging the adoption of a per se rule that a defendant with no viable defence cannot show prejudice from the denial of his right to trial.,defendant,-1.0,1
The Government makes two errors in urging the adoption of a per se rule that a defendant with no viable defence cannot show prejudice from the denial of his right to trial.,his,-1.0,1
a defendant with no viable defence cannot show prejudice from the denial of his right to trial.,defendant,-1.0,1
a defendant with no viable defence cannot show prejudice from the denial of his right to trial.,his,-1.0,1
"For Lee, deportation after some time in prison was not meaningfully different from deportation after somewhat less time; he says he accordingly would have rejected any plea leading to deportation in favor of throwing a “Hail Mary” at trial.",lee,0.0,0
"For Lee, deportation after some time in prison was not meaningfully different from deportation after somewhat less time; he says he accordingly would have rejected any plea leading to deportation in favor of throwing a “Hail Mary” at trial.",he,0.0,0
he accordingly would have rejected any plea leading to deportation in favor of throwing a “Hail Mary” at trial.,he,0.0,0
"The Government argues that Lee cannot “convince the court that a decision to reject the plea bargain would have been rational under the circumstances,” Padilla v. Kentucky, 559 U.S.356, 372, since deportation would almost certainly result from a trial.",lee,-1.0,0
"The Government argues that Lee cannot “convince the court that a decision to reject the plea bargain would have been rational under the circumstances,” Padilla v. Kentucky, 559 U.S.356, 372, since deportation would almost certainly result from a trial.",government,1.0,1
Lee cannot convince the court,lee,-1.0,0
"Unlike the Government, this Court cannot say that it would be irrational for someone in Lee’s position to risk additional prison time in exchange for holding on to some chance of avoiding deportation.",lee,-1.0,0
"Unlike the Government, this Court cannot say that it would be irrational for someone in Lee’s position to risk additional prison time in exchange for holding on to some chance of avoiding deportation.",government,1.0,1
it would be irrational for someone in Lee’s position,lee,0.0,0
Petitioner Jae Lee was indicted on one count of possessing ecstasy with intent to distribute.,lee,-1.0,0
"Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident. ",he,-1.0,0
"Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident. ",his,-1.0,0
"Although he has lived in this country for most of his life, Lee is not a United States citizen, and he feared that a criminal conviction might affect his status as a lawful permanent resident. ",lee,-1.0,0
he has lived in this country for most of his life,he,0.0,0
he has lived in this country for most of his life,his,0.0,0
Lee is not a United States citizen,lee,0.0,0
he feared that a criminal conviction might affect his status as a lawful permanent resident.,he,-1.0,0
he feared that a criminal conviction might affect his status as a lawful permanent resident.,his,-1.0,0
His attorney assured him there was nothing to worry about—the Government would not deport him if he pleaded guilty.,his,1.0,0
His attorney assured him there was nothing to worry about—the Government would not deport him if he pleaded guilty.,attorney,0.0,0
His attorney assured him there was nothing to worry about—the Government would not deport him if he pleaded guilty.,him,1.0,0
His attorney assured him there was nothing to worry about—the Government would not deport him if he pleaded guilty.,he,1.0,0
His attorney assured him there was nothing to worry about—the Government would not deport him if he pleaded guilty.,government,-1.0,1
The Government would not deport him,him,1.0,0
The Government would not deport him,government,0.0,1
he pleaded guilty.,he,-1.0,0
"So Lee, who had no real defense to the charge, opted to accept a plea that carried a lesser prison sentence than he would have faced at trial. ",lee,1.0,0
"So Lee, who had no real defense to the charge, opted to accept a plea that carried a lesser prison sentence than he would have faced at trial. ",he,1.0,0
he would have faced at trial.,he,0.0,0
Lee’s attorney was wrong: The conviction meant that Lee was subject to mandatory deportation from this country.,lee,-1.0,0
Lee’s attorney was wrong: The conviction meant that Lee was subject to mandatory deportation from this country.,attorney,-1.0,0
Lee’s attorney was wrong,lee,0.0,0
Lee’s attorney was wrong,attorney,-1.0,0
Lee was subject to mandatory deportation from this country.,lee,-1.0,0
" Lee seeks to vacate his conviction on the ground that, in accepting the plea, he received ineffective assistance of counsel in violation of the Sixth Amendment.",lee,-1.0,0
" Lee seeks to vacate his conviction on the ground that, in accepting the plea, he received ineffective assistance of counsel in violation of the Sixth Amendment.",his,-1.0,0
" Lee seeks to vacate his conviction on the ground that, in accepting the plea, he received ineffective assistance of counsel in violation of the Sixth Amendment.",he,-1.0,0
" Lee seeks to vacate his conviction on the ground that, in accepting the plea, he received ineffective assistance of counsel in violation of the Sixth Amendment.",counsel,0.0,0
Everyone agrees that Lee received objectively unreasonable representation.,lee,1.0,0
Lee received objectively unreasonable representation.,lee,0.0,0
"At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity. ",he,-1.0,0
"At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity. ",his,-1.0,0
"At the same time he was running his lawful businesses, Lee also engaged in some illegitimate activity. ",lee,-1.0,0
he was running his lawful businesses,he,1.0,0
he was running his lawful businesses,his,1.0,0
Lee also engaged in some illegitimate activity.,lee,-1.0,0
"In 2008, a confidential informant told federal officials that Lee had sold the informant approximately 200 ecstasy pills and two ounces of hydroponic marijuana over the course of eight years. ",lee,-1.0,0
"In 2008, a confidential informant told federal officials that Lee had sold the informant approximately 200 ecstasy pills and two ounces of hydroponic marijuana over the course of eight years. ",federal officials,1.0,1
Lee had sold the informant approximately 200 ecstasy pills and two ounces of hydroponic marijuana over the course of eight years.,lee,-1.0,0
"The officials obtained a search warrant for Lee’s house, where they found 88 ecstasy pills, three Valium tablets, $32,432 in cash, and a loaded rifle. ",lee,-1.0,0
"The officials obtained a search warrant for Lee’s house, where they found 88 ecstasy pills, three Valium tablets, $32,432 in cash, and a loaded rifle. ",officials,1.0,1
Lee admitted that the drugs were his and that he had given ecstasy to his friends.,lee,-1.0,0
Lee admitted that the drugs were his and that he had given ecstasy to his friends.,his,-1.0,0
Lee admitted that the drugs were his and that he had given ecstasy to his friends.,he,-1.0,0
the drugs were his,his,-1.0,0
he had given ecstasy to his friends.,he,-1.0,0
he had given ecstasy to his friends.,his,-1.0,0
Lee retained an attorney and entered into plea discussions with the Government.,lee,0.0,0
Lee retained an attorney and entered into plea discussions with the Government.,attorney,0.0,0
Lee retained an attorney and entered into plea discussions with the Government.,government,0.0,1
"The attorney advised Lee that going to trial was “very risky” and that, if he pleaded guilty, he would receive a lighter sentence than he would if convicted at trial. ",attorney,0.0,0
"The attorney advised Lee that going to trial was “very risky” and that, if he pleaded guilty, he would receive a lighter sentence than he would if convicted at trial. ",lee,-1.0,0
"The attorney advised Lee that going to trial was “very risky” and that, if he pleaded guilty, he would receive a lighter sentence than he would if convicted at trial. ",he,-1.0,0
Lee informed his attorney of his noncitizen status and repeatedly asked him whether he would face deportation as a result of the criminal proceedings.,lee,0.0,0
Lee informed his attorney of his noncitizen status and repeatedly asked him whether he would face deportation as a result of the criminal proceedings.,his,0.0,0
Lee informed his attorney of his noncitizen status and repeatedly asked him whether he would face deportation as a result of the criminal proceedings.,attorney,0.0,0
Lee informed his attorney of his noncitizen status and repeatedly asked him whether he would face deportation as a result of the criminal proceedings.,him,0.0,0
he would face deportation as a result of the criminal proceedings.,he,-1.0,0
The attorney told Lee that he would not be deported as a result of pleading guilty.,attorney,0.0,0
The attorney told Lee that he would not be deported as a result of pleading guilty.,lee,1.0,0
The attorney told Lee that he would not be deported as a result of pleading guilty.,he,1.0,0
"Lee had pleaded guilty to what qualifies as an “aggravated felony” under the Immigration and Nationality Act, and a noncitizen convicted of such an offense is subject to mandatory deportation. ",lee,-1.0,0
"According to Lee, the lawyer assured him that if deportation was not in the plea agreement, “the government cannot deport you.” ",lee,1.0,0
"According to Lee, the lawyer assured him that if deportation was not in the plea agreement, “the government cannot deport you.” ",lawyer,0.0,0
"According to Lee, the lawyer assured him that if deportation was not in the plea agreement, “the government cannot deport you.” ",him,1.0,0
"According to Lee, the lawyer assured him that if deportation was not in the plea agreement, “the government cannot deport you.” ",government,-1.0,1
Lee’s attorney testified that he thought Lee’s case was a “bad case to try” because Lee’s defense to the charge was weak.,lee,-1.0,0
Lee’s attorney testified that he thought Lee’s case was a “bad case to try” because Lee’s defense to the charge was weak.,attorney,1.0,0
Lee’s attorney testified that he thought Lee’s case was a “bad case to try” because Lee’s defense to the charge was weak.,he,-1.0,0
Lee’s defense to the charge was weak.,lee,-1.0,0
" On appeal, the Government conceded that the performance of Lee’s attorney had been deficient. ",lee,-1.0,0
" On appeal, the Government conceded that the performance of Lee’s attorney had been deficient. ",attorney,-1.0,0
" On appeal, the Government conceded that the performance of Lee’s attorney had been deficient. ",government,1.0,1
the performance of Lee’s attorney had been deficient.,lee,-1.0,0
the performance of Lee’s attorney had been deficient.,attorney,-1.0,0
"To establish that he was prejudiced by that deficient performance, the court explained, Lee was required to show “a reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.” ",he,-1.0,0
"To establish that he was prejudiced by that deficient performance, the court explained, Lee was required to show “a reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.” ",lee,-1.0,0
"To establish that he was prejudiced by that deficient performance, the court explained, Lee was required to show “a reasonable probability that, but for counsel’s errors, he would not have pleaded guilty and would have insisted on going to trial.” ",counsel,-1.0,0
he was prejudiced by that deficient performance,he,-1.0,0
"To demonstrate that counsel was constitutionally ineffective, a defendant must show that counsel’s representation “fell below an objective standard of reasonableness” and that he was prejudiced as a result. ",defendant,1.0,1
"To demonstrate that counsel was constitutionally ineffective, a defendant must show that counsel’s representation “fell below an objective standard of reasonableness” and that he was prejudiced as a result. ",counsel,-1.0,1
"To demonstrate that counsel was constitutionally ineffective, a defendant must show that counsel’s representation “fell below an objective standard of reasonableness” and that he was prejudiced as a result. ",he,1.0,1
counsel’s representation “fell below an objective standard of reasonableness”,counsel,-1.0,1
that counsel was constitutionally ineffective,counsel,-1.0,1
The first requirement is not at issue in today’s case: The Government concedes that Lee’s plea-stage counsel provided inadequate representation when he assured Lee that he would not be deported if he pleaded guilty.,lee,0.0,0
The first requirement is not at issue in today’s case: The Government concedes that Lee’s plea-stage counsel provided inadequate representation when he assured Lee that he would not be deported if he pleaded guilty.,counsel,-1.0,0
The first requirement is not at issue in today’s case: The Government concedes that Lee’s plea-stage counsel provided inadequate representation when he assured Lee that he would not be deported if he pleaded guilty.,he,-1.0,0
The first requirement is not at issue in today’s case: The Government concedes that Lee’s plea-stage counsel provided inadequate representation when he assured Lee that he would not be deported if he pleaded guilty.,he,0.0,0
The first requirement is not at issue in today’s case: The Government concedes that Lee’s plea-stage counsel provided inadequate representation when he assured Lee that he would not be deported if he pleaded guilty.,government,1.0,1
Lee’s plea-stage counsel provided inadequate representation,lee,0.0,0
Lee’s plea-stage counsel provided inadequate representation,counsel,-1.0,0
he would not be deported,he,1.0,0
"A claim of ineffective assistance of counsel will often involve a claim of attorney error “during the course of a legal proceeding”—for example, that counsel failed to raise an objection at trial or to present an argument on appeal. ",attorney,-1.0,0
"A claim of ineffective assistance of counsel will often involve a claim of attorney error “during the course of a legal proceeding”—for example, that counsel failed to raise an objection at trial or to present an argument on appeal. ",counsel,-1.0,0
counsel failed to raise an objection at trial or to present an argument on appeal.,counsel,-1.0,0
"A defendant raising such a claim can demonstrate prejudice by showing “a reasonable probability that, but for counsel’s unprofessional errors, the result of the proceeding would have been different.” ",counsel,-1.0,0
"A defendant raising such a claim can demonstrate prejudice by showing “a reasonable probability that, but for counsel’s unprofessional errors, the result of the proceeding would have been different.” ",defendant,1.0,1
" for counsel’s unprofessional errors, the result of the proceeding would have been different.” ",counsel,-1.0,0
The dissent contends that a defendant must also show that he would have been better off going to trial.,defendant,1.0,1
The dissent contends that a defendant must also show that he would have been better off going to trial.,he,1.0,1
he would have been better off going to trial.,he,0.0,1
The error was instead one that affected Lee’s understanding of the consequences of pleading guilty.,lee,-1.0,0
"Lee, on the other hand, argues he can establish prejudice under Hill because he never would have accepted a guilty plea had he known that he would be deported as a result",lee,1.0,0
"Lee, on the other hand, argues he can establish prejudice under Hill because he never would have accepted a guilty plea had he known that he would be deported as a result",he,1.0,0
he would be deported as a result,he,1.0,0
he never would have accepted a guilty plea,he,0.0,0
" Lee insists he would have gambled on trial, risking more jail time for whatever small chance there might be of an acquittal that would let him remain in the United States.",lee,-1.0,0
" Lee insists he would have gambled on trial, risking more jail time for whatever small chance there might be of an acquittal that would let him remain in the United States.",he,-1.0,0
" Lee insists he would have gambled on trial, risking more jail time for whatever small chance there might be of an acquittal that would let him remain in the United States.",him,-1.0,0
he would have gambled on trial,he,-1.0,0
" Lee, the Government contends, cannot show prejudice from accepting a plea where his only hope at trial was that something unexpected and unpredictable might occur that would lead to an acquittal. ",lee,1.0,0
" Lee, the Government contends, cannot show prejudice from accepting a plea where his only hope at trial was that something unexpected and unpredictable might occur that would lead to an acquittal. ",his,1.0,0
" Lee, the Government contends, cannot show prejudice from accepting a plea where his only hope at trial was that something unexpected and unpredictable might occur that would lead to an acquittal. ",government,-1.0,1
"Lee, the Government contends, cannot show prejudice from accepting a plea",lee,1.0,0
"Lee, the Government contends, cannot show prejudice from accepting a plea",government,-1.0,1
"The Government argues, however, that under Padilla v. Kentucky, a defendant “must convince the court that a decision to reject the plea bargain would have been rational under the circumstances.” ",government,1.0,1
"The Government argues, however, that under Padilla v. Kentucky, a defendant “must convince the court that a decision to reject the plea bargain would have been rational under the circumstances.” ",defendant,1.0,1
The Government contends that Lee cannot make that showing because he was going to be deported either way; going to trial would only result in a longer sentence before that inevitable consequence.,lee,-1.0,0
The Government contends that Lee cannot make that showing because he was going to be deported either way; going to trial would only result in a longer sentence before that inevitable consequence.,he,-1.0,0
The Government contends that Lee cannot make that showing because he was going to be deported either way; going to trial would only result in a longer sentence before that inevitable consequence.,government,1.0,1
Petitioner does not dispute that he possessed large quantities of illegal drugs or that the Government had secured a witness who had purchased the drugs directly from him.,petitioner,-1.0,0
Petitioner does not dispute that he possessed large quantities of illegal drugs or that the Government had secured a witness who had purchased the drugs directly from him.,he,-1.0,0
Petitioner does not dispute that he possessed large quantities of illegal drugs or that the Government had secured a witness who had purchased the drugs directly from him.,him,-1.0,0
Petitioner does not dispute that he possessed large quantities of illegal drugs or that the Government had secured a witness who had purchased the drugs directly from him.,government,1.0,1
he possessed large quantities of illegal drugs,he,-1.0,0
the Government had secured a witness,government,1.0,1
"Lee, on the other hand, argues he can establish prejudice under Hill because he never would have accepted a guilty plea had he known that he would be deported as a result. ",lee,1.0,0
"Lee, on the other hand, argues he can establish prejudice under Hill because he never would have accepted a guilty plea had he known that he would be deported as a result. ",he,1.0,0
"The Government asks that we, like the Court of Appeals below, adopt a per se rule that a defendant with no viable defense cannot show prejudice from the denial of his right to trial.",defendant,-1.0,1
"The Government asks that we, like the Court of Appeals below, adopt a per se rule that a defendant with no viable defense cannot show prejudice from the denial of his right to trial.",his,-1.0,1
"The Government asks that we, like the Court of Appeals below, adopt a per se rule that a defendant with no viable defense cannot show prejudice from the denial of his right to trial.",government,1.0,1
a defendant with no viable defense cannot show prejudice from the denial of his right to trial,defendant,-1.0,1
a defendant with no viable defense cannot show prejudice from the denial of his right to trial,his,-1.0,1
"As a general matter, it makes sense that a defendant who has no realistic defense to a charge supported by sufficient evidence will be unable to carry his burden of showing prejudice from accepting a guilty plea. ",defendant,-1.0,1
"As a general matter, it makes sense that a defendant who has no realistic defense to a charge supported by sufficient evidence will be unable to carry his burden of showing prejudice from accepting a guilty plea. ",his,-1.0,1
"But in elevating this general proposition to a per se rule, the Government makes two errors. ",government,-1.0,1
"Lee demonstrated as much at his plea colloquy: When the judge warned him that a conviction “could result in your being deported,” and asked “[d]oes that at all affect your decision about whether you want to plead guilty or not,” Lee answered “Yes, Your Honor.” ",lee,-1.0,0
"Lee demonstrated as much at his plea colloquy: When the judge warned him that a conviction “could result in your being deported,” and asked “[d]oes that at all affect your decision about whether you want to plead guilty or not,” Lee answered “Yes, Your Honor.” ",his,-1.0,0
"Lee demonstrated as much at his plea colloquy: When the judge warned him that a conviction “could result in your being deported,” and asked “[d]oes that at all affect your decision about whether you want to plead guilty or not,” Lee answered “Yes, Your Honor.” ",him,-1.0,0
Lee demonstrated as much at his plea colloquy,lee,0.0,0
Lee demonstrated as much at his plea colloquy,his,0.0,0
"you want to plead guilty or not,",you,0.0,0
" the judge warned him that a conviction “could result in your being deported,”",him,-1.0,0
There is no reason to doubt the paramount importance Lee placed on avoiding deportation.,lee,1.0,0
the paramount importance Lee placed on avoiding deportation.,lee,1.0,0
" But for his attorney’s incompetence, Lee would have known that accepting the plea agreement would certainly lead to deportation.",his,1.0,0
" But for his attorney’s incompetence, Lee would have known that accepting the plea agreement would certainly lead to deportation.",attorney,-1.0,0
It is instead because defendant obviously weigh their prospects at trial in deciding whether to accept a plea.,defendant,1.0,1
It is instead because defendant obviously weigh their prospects at trial in deciding whether to accept a plea.,their,1.0,1
"On appeal, the Government conceded that the performance of Lee’s attorney had been deficient.",lee,0.0,0
